alcohol,density,chlorides,volatile acidity,total sulfur dioxide,fixed acidity,quality
10.8,0.99482,0.048,0.21,147.0,6.3,5
13.5,0.99079,0.028,0.5,107.0,5.4,7
10.6,0.99366,0.042,0.52,167.0,8.2,5
9.8,0.99434,0.046,0.28,208.0,7.8,5
11.7,0.98958,0.023,0.22,115.0,6.4,6
9.8,0.99434,0.046,0.28,208.0,7.8,5
9.0,0.99938,0.034,0.32,185.0,6.9,6
11.3,0.99059,0.042,0.11,132.0,6.8,7
9.4,0.99835,0.031,0.26,185.0,6.2,5
11.7,0.98958,0.023,0.22,115.0,6.4,6
11.3,0.99159,0.025,0.3,107.0,6.7,7
11.3,0.99159,0.025,0.3,107.0,6.7,7
12.0,0.98931,0.019,0.2,28.0,7.1,6
10.6,0.9938,0.028,0.2,157.0,7.2,6
10.8,0.99558,0.024,0.26,202.0,8.9,6
10.8,0.99563,0.024,0.25,209.0,7.5,6
12.0,0.98931,0.019,0.2,28.0,7.1,6
9.4,0.99691,0.053,0.27,177.0,6.3,5
9.4,0.9959,0.038,0.3,219.0,6.5,5
11.3,0.99159,0.025,0.3,107.0,6.7,7
9.4,0.99628,0.05,0.36,140.0,6.6,5
12.0,0.99076,0.021,0.21,80.0,6.15,5
10.3,0.99678,0.039,0.18,129.0,6.5,7
10.3,0.99678,0.039,0.18,129.0,6.5,7
10.3,0.99678,0.039,0.18,129.0,6.5,7
11.3,0.99089,0.026,0.26,126.0,6.6,7
9.4,0.99537,0.063,0.35,150.0,6.6,6
8.7,1.0002,0.041,0.28,144.0,6.5,5
9.4,0.99628,0.05,0.36,140.0,6.6,5
11.3,0.99089,0.026,0.26,126.0,6.6,7
10.3,0.99678,0.039,0.18,129.0,6.5,7
12.0,0.99076,0.021,0.21,80.0,6.15,5
8.0,0.99332,0.033,0.19,159.0,4.5,5
10.4,0.99316,0.033,0.24,136.0,8.0,7
10.7,0.99272,0.029,0.17,128.0,7.8,7
10.2,0.99636,0.03,0.24,219.0,7.0,6
10.9,0.99202,0.044,0.6,197.0,5.8,5
10.5,0.99148,0.027,0.445,109.0,5.9,6
11.7,0.99064,0.012,0.28,100.0,6.7,7
8.6,0.99884,0.065,0.44,186.0,6.8,5
9.0,0.99773,0.034,0.24,174.0,7.2,5
8.7,1.00013,0.044,0.31,191.0,8.7,5
12.8,0.98974,0.062,0.32,87.0,8.2,6
9.0,0.99773,0.034,0.24,174.0,7.2,5
8.7,1.00013,0.044,0.31,191.0,8.7,5
11.8,0.99112,0.023,0.13,104.0,7.5,6
11.6,0.99136,0.034,0.14,84.0,9.2,6
11.8,0.99132,0.028,0.2,89.0,7.4,6
10.6,0.99642,0.042,0.15,158.0,6.1,5
9.7,0.99488,0.066,0.23,91.0,7.6,5
10.3,0.99527,0.047,0.33,151.0,8.1,5
10.2,0.99578,0.119,0.17,178.0,7.15,6
10.1,0.99352,0.048,0.12,113.0,6.7,7
10.9,0.99199,0.046,0.18,71.0,5.7,7
9.3,0.99198,0.037,0.15,127.0,5.8,5
10.2,0.99756,0.057,0.23,144.0,6.6,6
10.2,0.99578,0.119,0.17,178.0,7.15,6
9.5,0.99561,0.066,0.34,162.0,7.0,5
9.3,0.99347,0.069,0.68,146.0,6.4,5
12.9,0.98936,0.018,0.22,80.0,7.3,7
8.7,0.99786,0.042,0.28,148.0,6.4,5
9.4,0.99705,0.081,0.4,303.0,6.9,5
10.1,0.9942,0.034,0.19,204.0,6.8,5
10.0,0.9948,0.039,0.23,196.0,7.1,4
11.1,0.99116,0.05,0.14,129.0,6.45,7
10.3,0.99688,0.052,0.15,158.0,6.5,7
12.2,0.98974,0.033,0.15,73.0,7.1,6
9.3,0.99542,0.067,0.33,156.0,6.7,6
11.3,0.99154,0.041,0.3,178.0,7.2,6
10.8,0.99118,0.043,0.23,110.0,7.0,6
11.2,0.99044,0.033,0.13,86.0,8.0,8
12.5,0.9914,0.03,0.21,91.0,6.2,7
9.3,0.9979,0.05,0.4,122.0,8.3,5
12.9,0.98892,0.03,0.34,142.0,5.9,7
11.2,0.99114,0.039,0.12,131.0,6.6,7
12.6,0.99188,0.039,0.655,120.0,9.6,6
9.3,0.99583,0.046,0.26,179.0,6.8,5
12.9,0.98892,0.03,0.34,142.0,5.9,7
12.9,0.98892,0.03,0.3,142.0,5.9,7
9.5,0.99704,0.049,0.15,120.0,7.0,7
11.9,0.9911,0.037,0.37,24.0,7.9,6
10.3,0.99334,0.032,0.35,120.0,7.2,7
10.3,0.99334,0.033,0.32,120.0,7.2,7
11.2,0.99094,0.031,0.1,93.0,7.6,6
12.0,0.99014,0.03,0.25,150.0,6.2,6
9.6,0.99304,0.042,0.31,144.0,7.1,5
9.2,0.99652,0.041,0.18,110.0,7.6,6
12.9,0.98944,0.029,0.17,119.0,8.0,6
9.3,0.99772,0.061,0.19,149.0,7.2,6
12.1,0.99367,0.03,0.32,136.0,7.6,6
9.6,0.99304,0.042,0.31,144.0,7.1,5
11.2,0.99183,0.026,0.21,128.0,6.6,6
11.2,0.99126,0.029,0.16,98.0,7.0,7
12.9,0.98944,0.029,0.17,119.0,8.0,6
9.2,0.99577,0.042,0.24,187.0,6.6,5
9.3,0.99772,0.061,0.19,149.0,7.2,6
9.2,0.99652,0.041,0.18,110.0,7.6,6
9.3,0.99428,0.041,0.3,124.0,6.9,6
10.7,0.99388,0.03,0.28,108.0,6.2,6
9.8,0.99208,0.024,0.31,166.0,6.9,6
10.3,0.99256,0.036,0.23,143.0,6.7,6
10.7,0.99388,0.03,0.28,108.0,6.2,6
11.3,0.9925,0.025,0.23,121.0,5.7,6
8.8,0.99904,0.048,0.22,182.0,6.5,6
10.8,0.99216,0.043,0.18,104.0,7.0,5
9.8,0.99208,0.024,0.31,166.0,6.9,6
9.3,0.99428,0.041,0.3,124.0,6.9,6
11.5,0.99165,0.027,0.46,72.0,6.5,7
8.8,0.99924,0.038,0.23,133.0,6.5,5
8.8,0.99924,0.038,0.23,133.0,6.5,5
8.8,0.99924,0.038,0.23,133.0,6.5,5
9.4,0.9956,0.17,0.26,201.0,6.6,6
9.4,0.99562,0.171,0.26,200.0,6.7,6
9.6,0.9972,0.045,0.28,209.0,7.5,6
8.8,0.99924,0.038,0.23,133.0,6.5,5
9.3,0.9958,0.044,0.23,189.0,6.8,6
8.9,0.99976,0.044,0.25,184.0,7.8,5
8.9,0.99976,0.044,0.25,184.0,7.8,5
10.0,0.99296,0.049,0.2,155.0,5.6,5
9.1,0.9957,0.045,0.21,182.0,6.4,5
9.3,0.9958,0.044,0.23,189.0,6.8,6
9.4,0.99579,0.043,0.24,188.0,6.8,6
10.1,0.99541,0.04,0.25,179.0,7.8,6
8.9,0.99976,0.044,0.25,184.0,7.8,5
10.8,0.99518,0.046,0.16,143.0,6.8,6
10.0,0.99168,0.028,0.28,69.0,5.2,6
10.9,0.99276,0.029,0.18,160.0,7.5,6
12.0,0.99085,0.027,0.26,92.0,7.5,7
9.3,0.99873,0.043,0.37,171.0,8.2,5
12.3,0.99172,0.03,0.4,101.0,7.6,7
10.4,0.99312,0.038,0.26,129.0,7.5,6
10.9,0.99276,0.029,0.18,160.0,7.5,6
10.5,0.9972,0.045,0.23,153.0,6.9,5
9.8,0.99278,0.036,0.2,91.0,5.3,6
10.5,0.99092,0.041,0.17,121.0,6.5,6
9.9,0.9962,0.051,0.35,213.0,6.5,6
11.4,0.99053,0.035,0.29,79.0,6.5,7
9.2,0.99858,0.06,0.3,190.0,6.8,5
9.7,0.9984,0.051,0.51,173.0,7.9,5
10.0,0.99335,0.049,0.51,135.0,7.9,5
11.4,0.99053,0.035,0.29,79.0,6.5,7
10.3,0.9949,0.048,0.29,141.0,7.1,6
9.9,0.9962,0.051,0.35,213.0,6.5,6
10.5,0.99092,0.041,0.17,121.0,6.5,6
9.8,0.99532,0.047,0.2,95.0,7.4,7
9.3,0.99727,0.067,0.615,131.0,6.9,5
12.4,0.99026,0.034,0.32,100.0,6.8,7
9.3,0.99668,0.048,0.2,145.0,6.3,6
9.3,0.99727,0.067,0.615,131.0,6.9,5
9.5,0.9952,0.048,0.23,165.0,8.0,6
10.5,0.99144,0.034,0.27,45.0,6.7,6
10.5,0.99144,0.034,0.27,45.0,6.7,6
12.8,0.99015,0.032,0.44,99.0,6.7,7
10.8,0.9914,0.045,0.34,142.0,7.0,6
10.0,0.99693,0.057,0.26,127.0,7.3,6
11.8,0.99035,0.045,0.17,170.0,5.8,8
10.0,0.99693,0.057,0.26,127.0,7.3,6
11.8,0.99035,0.045,0.17,170.0,5.8,8
12.0,0.99006,0.036,0.17,108.0,6.8,6
12.6,0.99126,0.025,0.43,138.0,7.1,6
11.9,0.98994,0.026,0.315,70.0,5.8,8
10.6,0.98985,0.027,0.17,28.0,5.9,5
9.2,0.9971,0.082,0.34,240.0,6.6,5
10.0,0.99882,0.059,0.33,240.0,8.6,6
9.2,0.99477,0.038,0.12,97.0,5.6,5
9.3,0.99478,0.039,0.13,103.0,5.8,6
10.2,0.99576,0.055,0.18,144.0,7.7,6
10.2,0.99578,0.054,0.16,148.0,7.7,6
8.7,0.99354,0.06,0.26,154.0,6.0,5
10.7,0.99244,0.05,0.32,163.0,7.3,5
12.1,0.99084,0.048,0.3,119.0,7.7,6
9.5,0.99612,0.05,0.16,152.0,7.9,6
11.2,0.99356,0.028,0.27,118.0,6.4,6
12.0,0.98952,0.034,0.16,95.0,6.9,6
9.5,0.99612,0.05,0.16,152.0,7.9,6
12.1,0.99084,0.048,0.3,119.0,7.7,6
10.7,0.99244,0.05,0.32,163.0,7.3,5
8.8,0.99955,0.048,0.44,228.0,6.4,7
10.8,0.99374,0.052,0.2,135.0,6.3,6
13.1,0.9892,0.026,0.29,138.0,6.2,7
12.5,0.99144,0.035,0.39,93.0,7.6,7
11.7,0.99352,0.045,0.36,131.0,7.0,8
11.7,0.99352,0.045,0.36,131.0,7.0,8
11.6,0.9935,0.045,0.36,135.0,7.0,8
11.3,0.99237,0.043,0.2,111.0,7.6,6
12.5,0.99144,0.035,0.39,93.0,7.6,7
11.4,0.99022,0.025,0.2,103.0,6.7,5
12.2,0.99032,0.036,0.235,117.0,6.2,5
11.7,1.03898,0.074,0.965,160.0,7.8,6
10.4,0.99587,0.053,0.2,211.0,7.1,6
10.4,0.99587,0.053,0.2,211.0,7.1,6
10.4,0.99587,0.053,0.2,211.0,7.1,6
9.1,0.99976,0.083,0.24,157.0,6.4,5
12.2,0.99354,0.034,0.3,70.0,8.0,6
9.1,0.99976,0.083,0.24,157.0,6.4,5
9.4,0.99552,0.066,0.4,176.0,6.9,5
9.4,0.99552,0.065,0.4,178.0,6.9,5
10.4,0.99587,0.053,0.2,211.0,7.1,6
9.2,0.99604,0.047,0.25,189.0,6.6,5
9.4,0.99584,0.046,0.26,183.0,6.8,5
13.5,0.98894,0.033,0.37,107.0,6.5,7
9.4,0.9963,0.053,0.35,151.0,6.8,5
10.9,0.993,0.028,0.22,83.0,6.4,8
13.5,0.98894,0.033,0.37,107.0,6.5,7
9.4,0.9963,0.053,0.35,151.0,6.8,5
11.4,0.99068,0.036,0.31,114.0,6.9,7
12.4,0.98964,0.036,0.16,125.0,6.7,7
9.2,0.99604,0.047,0.25,189.0,6.6,5
9.4,0.99584,0.046,0.26,183.0,6.8,5
10.5,0.9923,0.038,0.15,79.0,5.6,6
11.5,0.99437,0.031,0.15,99.0,5.5,8
10.9,0.993,0.028,0.22,83.0,6.4,8
10.8,0.99238,0.04,0.2,123.0,7.3,6
8.9,0.99801,0.038,0.17,148.0,7.5,5
8.9,0.99802,0.039,0.18,151.0,7.5,5
9.4,0.99566,0.042,0.27,184.0,7.0,6
12.2,0.99067,0.049,0.32,153.0,5.8,7
12.1,0.99066,0.025,0.26,100.0,7.8,7
10.9,0.9929,0.03,0.3,128.0,7.4,5
10.1,0.9934,0.026,0.16,109.0,6.7,6
12.2,0.99067,0.049,0.32,153.0,5.8,7
13.0,0.98912,0.032,0.19,71.0,6.7,7
11.0,0.99066,0.038,0.36,72.0,6.6,5
10.8,0.99228,0.052,0.17,126.0,7.2,5
13.0,0.98912,0.032,0.19,71.0,6.7,7
9.3,0.9958,0.052,0.11,148.0,6.0,4
11.4,0.99052,0.042,0.21,123.0,6.0,6
9.2,0.99312,0.152,0.325,120.0,6.7,5
9.9,0.9968,0.056,0.4,241.0,6.6,5
10.5,0.99502,0.044,0.2,150.0,6.5,5
12.4,0.99084,0.04,0.27,56.0,7.6,6
9.5,0.99573,0.047,0.26,172.0,7.2,6
10.5,0.99256,0.048,0.25,161.0,6.3,6
9.1,0.9959,0.053,0.22,196.0,6.5,6
11.5,0.99084,0.034,0.14,138.0,6.4,7
11.5,0.99084,0.034,0.14,138.0,6.4,7
11.2,0.99644,0.044,0.26,170.0,7.1,5
10.8,0.99526,0.05,0.22,140.0,6.6,5
9.4,0.9954,0.064,0.45,186.0,6.6,5
11.0,0.99095,0.031,0.17,73.0,6.6,6
11.3,0.99188,0.048,0.44,112.0,7.2,7
11.2,0.9909,0.041,0.15,117.0,6.2,6
10.5,0.99256,0.048,0.25,161.0,6.3,6
9.1,0.9959,0.053,0.22,196.0,6.5,6
10.4,0.99581,0.05,0.26,154.0,7.3,6
11.2,0.99132,0.033,0.15,82.0,6.9,7
11.1,0.98936,0.034,0.22,89.0,5.8,7
11.2,0.99136,0.036,0.37,92.0,6.5,6
10.5,0.99142,0.036,0.375,98.0,5.5,6
10.0,0.99232,0.047,0.2,92.0,5.9,6
10.0,0.99232,0.046,0.22,90.0,5.9,6
10.9,0.993,0.049,0.22,97.0,8.0,5
10.9,0.99311,0.028,0.22,87.0,6.5,7
11.2,0.99132,0.033,0.15,82.0,6.9,7
11.7,0.98993,0.035,0.2,86.0,5.8,5
10.0,0.99208,0.033,0.31,144.0,6.6,5
9.5,0.99776,0.169,0.43,210.0,7.7,5
9.0,0.99839,0.053,0.24,136.0,6.7,5
10.0,0.99574,0.052,0.23,86.0,7.3,5
11.9,0.99093,0.041,0.2,154.0,7.9,5
10.6,0.99156,0.028,0.16,101.0,5.3,6
11.0,0.99278,0.047,0.21,101.0,6.4,6
11.2,0.9924,0.027,0.33,143.0,6.9,7
12.0,0.98984,0.034,0.18,129.0,5.6,7
12.6,0.99035,0.027,0.29,96.0,6.6,8
11.2,0.9924,0.027,0.33,143.0,6.9,7
10.5,0.99165,0.034,0.21,113.0,6.6,6
10.2,0.9923,0.037,0.21,144.0,7.3,6
11.0,0.99278,0.047,0.21,101.0,6.4,6
12.2,0.99008,0.028,0.11,90.0,5.1,6
12.3,0.98964,0.036,0.15,76.0,6.5,6
10.6,0.99156,0.028,0.16,101.0,5.3,6
10.4,0.9909,0.032,0.19,115.0,5.6,6
12.0,0.98984,0.034,0.18,129.0,5.6,7
12.7,0.9889,0.021,0.48,121.0,6.7,7
10.6,0.99178,0.018,0.23,128.0,6.2,5
12.3,0.99076,0.028,0.17,108.0,6.0,6
12.7,0.9889,0.021,0.48,121.0,6.7,7
11.4,0.99046,0.037,0.15,84.0,6.7,6
12.0,0.98999,0.029,0.17,161.0,4.2,7
12.4,0.98946,0.045,0.21,95.0,5.8,8
12.1,0.98976,0.03,0.23,121.0,5.4,7
11.4,0.99046,0.037,0.15,84.0,6.7,6
10.7,0.99672,0.04,0.22,135.0,6.4,5
9.3,0.99482,0.045,0.15,162.0,6.5,5
12.7,0.98945,0.027,0.32,138.0,5.9,6
11.7,0.98883,0.029,0.37,88.0,5.7,6
10.7,0.99362,0.039,0.25,64.0,7.9,5
11.8,0.99075,0.033,0.21,94.0,7.2,7
9.9,0.99436,0.039,0.24,125.0,7.0,5
13.4,0.98988,0.047,0.475,81.0,6.8,7
12.8,0.99158,0.032,0.28,114.0,7.0,7
12.8,0.99265,0.033,0.4,87.0,6.9,6
10.5,0.99195,0.042,0.41,101.0,6.6,5
11.5,0.99168,0.032,0.2,84.0,6.4,5
10.5,0.9918,0.04,0.22,25.0,8.5,4
13.0,0.99313,0.032,0.36,132.0,8.4,6
12.4,0.9895,0.035,0.285,138.0,5.2,8
10.2,0.9932,0.041,0.2,148.0,6.9,6
9.0,0.99848,0.054,0.42,234.0,6.7,5
12.0,0.9909,0.038,0.16,153.0,6.2,7
11.7,0.99014,0.044,0.125,68.0,6.4,7
10.0,0.9952,0.054,0.44,180.0,6.4,5
10.3,0.99652,0.055,0.31,218.0,7.0,5
9.0,0.99848,0.054,0.42,234.0,6.7,5
11.1,0.99104,0.032,0.18,78.0,8.6,5
9.0,0.99772,0.05,0.21,150.0,6.2,5
10.5,0.9922,0.031,0.16,97.0,6.1,6
11.9,0.99076,0.028,0.22,92.0,6.5,7
9.4,0.99622,0.036,0.36,155.0,6.2,5
11.4,0.9902,0.035,0.21,81.0,5.7,6
10.8,0.99114,0.034,0.25,114.0,6.4,7
9.8,0.9938,0.073,0.31,157.0,7.6,5
9.3,0.99594,0.047,0.26,183.0,6.6,5
11.4,0.9902,0.035,0.21,81.0,5.7,6
11.3,0.99035,0.031,0.2,73.0,6.2,6
11.3,0.99032,0.031,0.18,73.0,6.2,6
9.5,0.99558,0.031,0.37,170.0,6.1,5
9.4,0.99622,0.036,0.36,155.0,6.2,5
11.9,0.99076,0.028,0.22,92.0,6.5,7
9.3,0.99413,0.046,0.18,199.0,7.7,5
11.4,0.99043,0.041,0.14,81.0,6.9,6
11.4,0.99043,0.041,0.14,81.0,6.9,6
12.7,0.98982,0.053,0.44,128.0,6.0,6
13.5,0.98934,0.033,0.36,118.0,7.1,7
11.2,0.9902,0.019,0.28,65.0,5.7,6
10.7,0.99449,0.038,0.16,118.0,6.4,5
10.8,0.99629,0.032,0.28,92.0,7.4,4
10.5,0.9948,0.054,0.39,202.0,6.7,6
13.0,0.98984,0.014,0.44,137.0,6.5,8
10.8,0.99326,0.029,0.22,131.0,6.9,6
9.1,0.99834,0.046,0.22,118.0,6.6,6
10.1,0.99555,0.038,0.25,196.0,7.7,5
11.9,0.98975,0.028,0.155,59.0,5.2,8
12.0,0.99216,0.036,0.31,140.0,7.0,7
12.0,0.99216,0.036,0.31,140.0,7.0,7
9.1,0.99834,0.046,0.22,118.0,6.6,6
11.6,0.9901,0.041,0.21,147.0,5.6,8
11.9,0.98975,0.028,0.155,59.0,5.2,8
10.2,0.99573,0.038,0.25,192.0,6.4,6
10.8,0.99326,0.029,0.22,131.0,6.9,6
9.8,0.99215,0.028,0.21,66.0,5.3,5
11.4,0.98993,0.023,0.27,89.0,7.1,4
9.8,0.99218,0.03,0.17,68.0,5.2,5
10.1,0.99555,0.038,0.25,196.0,7.7,5
9.8,0.99564,0.039,0.12,98.0,7.0,8
9.8,0.99564,0.039,0.12,98.0,7.0,8
10.7,0.99397,0.036,0.29,128.0,7.1,6
10.6,0.99576,0.022,0.3,111.0,7.2,5
9.3,0.99601,0.037,0.26,173.0,6.8,5
9.8,0.99564,0.039,0.12,98.0,7.0,8
10.7,0.99397,0.036,0.29,128.0,7.1,6
14.0,0.98713,0.016,0.33,150.0,4.9,8
11.0,0.99308,0.026,0.29,107.0,5.1,6
11.0,0.99308,0.026,0.29,107.0,5.1,6
9.4,0.99582,0.049,0.26,182.0,6.8,6
9.0,0.99494,0.078,0.28,139.0,6.0,6
9.0,0.9929,0.042,0.28,108.0,6.0,5
10.0,0.99471,0.044,0.2,101.0,7.2,5
9.0,0.9929,0.041,0.27,109.0,6.1,5
9.0,0.9929,0.042,0.28,108.0,6.0,5
12.4,0.99037,0.036,0.29,79.0,6.4,7
11.3,0.99304,0.042,0.35,123.0,7.4,5
12.0,0.99026,0.034,0.12,86.0,8.1,6
11.7,0.98986,0.031,0.12,94.0,6.4,6
10.0,0.99471,0.044,0.2,101.0,7.2,5
13.2,0.98951,0.016,0.4,90.0,7.3,7
11.0,0.99634,0.04,0.11,114.0,7.7,7
11.0,0.99368,0.03,0.23,114.0,6.9,6
9.2,0.99792,0.112,0.38,94.0,6.9,5
13.0,0.99026,0.021,0.38,113.0,7.5,7
10.6,0.99362,0.044,0.19,128.0,5.8,5
13.0,0.98919,0.021,0.34,119.0,5.5,8
9.0,0.99835,0.051,0.23,118.0,6.6,6
9.0,0.99835,0.051,0.23,118.0,6.6,6
11.5,0.99038,0.021,0.31,148.0,8.4,5
11.0,0.99104,0.025,0.2,76.0,6.7,6
11.5,0.99038,0.021,0.31,148.0,8.4,5
9.9,0.99286,0.05,0.26,112.0,7.3,5
10.4,0.99296,0.039,0.22,128.0,6.3,6
9.0,0.99835,0.051,0.23,118.0,6.6,6
9.9,0.9954,0.056,0.19,110.0,7.5,6
11.0,0.9914,0.045,0.14,162.0,8.0,6
12.1,0.99286,0.026,0.32,124.0,6.8,6
9.7,0.99604,0.044,0.23,131.0,6.6,6
9.7,0.99604,0.044,0.23,131.0,6.6,6
12.2,0.99119,0.034,0.36,123.0,6.7,7
12.4,0.99007,0.016,0.38,113.0,6.1,7
10.5,0.99507,0.033,0.23,97.0,8.5,7
10.4,0.99596,0.05,0.2,213.0,7.0,6
12.0,0.99011,0.029,0.26,180.0,6.0,6
12.7,0.99184,0.037,0.3,28.0,6.9,6
10.9,0.99469,0.039,0.18,115.0,6.7,7
10.9,0.99469,0.039,0.18,115.0,6.7,7
10.9,0.99406,0.039,0.18,113.0,6.8,7
11.4,0.99305,0.034,0.19,103.0,7.2,7
11.0,0.99096,0.036,0.16,184.0,6.2,6
12.6,0.98956,0.032,0.27,178.0,5.0,7
11.6,0.9921,0.034,0.37,152.0,6.3,7
10.5,0.99496,0.038,0.2,130.0,6.6,7
10.9,0.99406,0.039,0.18,113.0,6.8,7
10.9,0.99406,0.039,0.18,113.0,6.8,7
12.5,0.9888,0.037,0.28,119.0,6.6,6
12.1,0.98942,0.034,0.35,111.0,6.5,8
11.3,0.99082,0.035,0.25,158.0,6.9,6
13.3,0.98802,0.025,0.32,112.0,6.0,7
10.9,0.99406,0.039,0.18,113.0,6.8,7
10.9,0.99469,0.039,0.18,115.0,6.7,7
10.5,0.99496,0.038,0.2,130.0,6.6,7
11.6,0.9921,0.034,0.37,152.0,6.3,7
11.4,0.99305,0.034,0.19,103.0,7.2,7
11.0,0.99074,0.034,0.18,111.0,6.3,6
12.1,0.98968,0.037,0.3,156.0,6.9,6
11.0,0.99096,0.036,0.16,184.0,6.2,6
12.6,0.98956,0.032,0.27,178.0,5.0,7
13.0,0.9887,0.03,0.3,173.0,5.0,7
8.8,0.99941,0.054,0.2,221.0,6.5,6
9.5,0.99388,0.061,0.25,218.0,6.7,5
11.8,0.99206,0.029,0.22,105.0,6.6,6
12.2,0.99035,0.026,0.25,93.0,6.8,6
10.7,0.99581,0.042,0.13,105.0,7.0,6
11.0,0.9976,0.04,0.45,67.0,7.0,6
11.4,0.99362,0.02,0.32,104.0,7.2,6
10.7,0.99581,0.042,0.13,105.0,7.0,6
12.0,0.99016,0.035,0.34,135.0,5.9,6
11.9,0.99176,0.037,0.22,121.0,6.8,8
11.4,0.99362,0.02,0.32,104.0,7.2,6
11.8,0.99439,0.029,0.32,46.0,8.4,6
10.6,0.99458,0.046,0.27,88.0,6.8,4
9.7,0.99418,0.05,0.74,133.0,8.0,5
11.0,0.9976,0.04,0.45,67.0,7.0,6
10.7,0.99581,0.042,0.13,105.0,7.0,6
11.0,0.99178,0.045,0.22,152.0,5.4,7
10.5,0.99456,0.024,0.22,118.0,8.4,6
10.4,0.99578,0.035,0.32,150.0,7.4,5
10.5,0.99546,0.05,0.18,138.0,7.5,6
12.0,0.99518,0.024,0.47,142.0,7.1,8
12.0,0.99518,0.024,0.47,142.0,7.1,8
9.2,0.99646,0.042,0.19,124.0,5.8,6
10.9,0.99264,0.036,0.14,92.0,6.7,5
9.5,0.99578,0.045,0.24,185.0,6.8,6
9.4,0.99604,0.042,0.25,156.0,6.9,6
11.3,0.99014,0.026,0.24,85.0,6.0,7
10.4,0.99489,0.054,0.29,189.0,6.8,5
9.4,0.99884,0.037,0.33,170.0,6.3,6
11.3,0.99054,0.027,0.23,104.0,6.5,6
8.8,0.99782,0.044,0.27,196.0,6.3,6
10.8,0.99519,0.045,0.2,130.0,6.3,5
9.4,0.99882,0.037,0.33,173.0,6.2,6
9.4,0.99884,0.037,0.33,170.0,6.3,6
9.2,0.9931,0.154,0.21,114.0,7.2,6
10.3,0.99666,0.044,0.27,144.0,6.0,6
9.9,0.99324,0.034,0.12,99.0,5.7,6
12.4,0.99086,0.027,0.24,112.0,6.9,6
11.9,0.9908,0.041,0.18,167.0,7.7,5
11.7,0.99067,0.023,0.17,132.0,7.1,6
9.4,0.99711,0.126,0.33,199.0,7.5,5
9.6,0.99452,0.039,0.255,272.0,6.2,4
9.4,0.99711,0.126,0.33,199.0,7.5,5
10.4,0.9945,0.043,0.2,175.0,5.6,7
9.5,0.99427,0.042,0.17,102.0,7.6,5
11.9,0.99152,0.036,0.15,73.0,5.8,6
12.5,0.98935,0.024,0.25,116.0,6.3,6
13.4,0.98876,0.016,0.28,55.0,6.9,5
12.7,0.99174,0.026,0.27,114.0,7.2,5
9.1,0.99572,0.045,0.25,208.0,6.2,5
10.5,0.99184,0.026,0.19,58.0,8.5,6
10.4,0.99454,0.046,0.25,176.0,6.2,5
10.4,0.99454,0.046,0.25,176.0,6.2,5
12.5,0.99164,0.03,0.28,110.0,6.8,8
10.4,0.99454,0.046,0.25,176.0,6.2,5
9.0,0.99778,0.038,0.21,183.0,7.4,5
9.8,0.9975,0.045,0.15,120.0,7.0,6
9.0,0.99778,0.038,0.21,183.0,7.4,5
10.7,0.99205,0.033,0.28,142.0,7.3,4
12.4,0.98962,0.033,0.18,111.0,6.1,6
12.5,0.99118,0.029,0.53,76.0,7.0,8
12.5,0.99164,0.03,0.28,110.0,6.8,8
12.1,0.99274,0.028,0.36,82.0,6.5,7
11.3,0.99184,0.041,0.25,163.0,7.5,6
12.0,0.99052,0.039,0.24,122.0,6.7,5
10.4,0.99546,0.042,0.25,141.0,6.6,5
12.2,0.98972,0.042,0.15,87.0,6.4,7
8.6,0.9942,0.039,0.28,115.0,6.3,5
9.1,0.99572,0.045,0.25,208.0,6.2,5
12.1,0.99022,0.028,0.28,91.0,7.1,5
12.0,0.99253,0.032,0.35,125.0,6.6,5
10.5,0.99184,0.026,0.19,58.0,8.5,6
10.4,0.99454,0.046,0.25,176.0,6.2,5
11.9,0.9903,0.029,0.35,102.0,6.0,6
13.7,0.98906,0.024,0.31,94.0,5.8,7
11.3,0.99146,0.03,0.17,78.0,6.6,6
10.5,0.9951,0.036,0.23,88.0,8.5,6
13.7,0.98906,0.024,0.31,94.0,5.8,7
10.1,0.995,0.041,0.2,201.0,6.1,3
12.3,0.98876,0.024,0.37,76.0,6.3,6
12.0,0.98956,0.031,0.36,89.0,6.2,7
11.3,0.99146,0.03,0.17,78.0,6.6,6
9.5,0.99592,0.04,0.28,183.0,6.3,6
11.4,0.99129,0.043,0.27,152.0,7.6,6
11.9,0.99064,0.045,0.25,118.0,7.0,7
10.0,0.99368,0.032,0.24,18.0,9.7,6
10.0,0.99368,0.032,0.24,18.0,9.7,6
11.3,0.99121,0.034,0.13,102.0,6.8,7
11.7,0.99104,0.045,0.78,133.0,6.6,5
11.0,0.99221,0.022,0.33,129.0,5.1,7
12.2,0.98924,0.033,0.34,111.0,6.7,7
10.7,0.99176,0.028,0.14,124.0,6.7,7
10.9,0.99432,0.038,0.26,84.0,7.0,6
10.2,0.99366,0.04,0.29,113.0,6.5,6
11.9,0.99064,0.045,0.25,118.0,7.0,7
11.1,0.99178,0.047,0.21,130.0,7.6,5
11.2,0.99126,0.045,0.26,159.0,7.7,6
11.4,0.99129,0.043,0.27,152.0,7.6,6
10.6,0.99252,0.047,0.25,169.0,7.7,6
10.3,0.99709,0.047,0.35,151.0,7.6,5
10.4,0.99513,0.054,0.3,203.0,6.9,4
